date,Automotive products,Basic metals,Business supplies,Chemical,Chemical materials,Chemical products,Clothing,Commercial energy products,Construction supplies,Consumer energy products,Consumer goods,Consumer parts,Durable consumer goods,Durable goods materials,Durable manufacturing,ENS,Electric and gas utilities,Energy materials,Equipment parts,"Equipment, total","Food, beverage, and tobacco",Foods and tobacco,Industrial equipment,Information processing and related equipment,Manufacturing,Materials,Mining,Motor vehicles and parts,Nondurable consumer goods,Nondurable goods materials,Nondurable manufacturing,Nonindustrial supplies,Oil and gas well drilling and manufactured homes,Paper materials,Paper products,Textile materials,Total index,Transit equipment,Non-energy materials
2017-05-01,0.10403667735590717,-0.18084079737620387,0.0013434366050495835,-0.10500480672038039,0.22439362160186763,-0.26154864125306676,0.0036104826536896067,0.10532445776432056,0.06324274547891419,0.16644219250000775,-0.18573014237542,0.12211436958830219,-0.013264990703746551,0.11678515255135345,0.6571944389035573,0.8270379941077692,0.10077726156963485,0.9314266545233139,0.19755383390127992,0.7633872911170694,0.02879488598282964,0.09970919481946763,0.18263472376161663,0.1307851112697379,0.5372759525950004,1.1521869074259818,1.2382420664042275,0.14346169263603797,-0.17294022243456517,0.15851230496485877,-0.03404638828655088,0.0636507029906999,0.31747204040720023,-0.0022430098590563996,-0.091295154880404,-0.005737800768085266,1.7502824675060813,0.2297674646476499,0.22076025290266799
2017-06-01,-0.10815981542729065,-0.12267596649670856,-0.004083424360728868,0.05783409268897121,0.3552295286777706,-0.22886579202371216,-0.0028758499394035573,0.05610079575113052,0.08316288923661495,-0.03887456651340409,-0.5824082984147447,-0.022316948640483163,-0.1988371874365209,0.1371800563926972,0.42118956823686765,0.8867156830999628,-0.2111944397936343,0.8791372017016913,0.2462475262682586,0.8095775903001531,-0.04907046739907811,0.02669970894674176,0.20772598476618898,0.16252323912237024,0.4206231144697198,1.2530979612838449,1.450763214905983,-0.1866583510064011,-0.3813912098030152,0.2764564156541491,0.03539962761985132,0.07713809279980977,0.36945736154614617,0.013825278692665428,-0.08673900091232385,-0.011113008409079833,1.4802297253428964,0.24482631483933115,0.3739607595821536
2017-07-01,-0.2549837062138137,-0.08859641417815077,-0.05471208171051526,0.14773462685973424,0.34752461158243053,-0.16625447494377477,-0.003808356413346233,0.016572009278692103,0.036706882168400075,-0.0872777026569553,-0.6215242182223935,-0.1874091702197441,-0.3611688310859789,-0.030158809073971074,0.024608779265224225,0.7360231800675602,-0.1685737010337322,0.9244442048517505,0.19127540742249202,0.7555770271429445,0.09268537686923452,0.15785256201553916,0.1920448396563751,0.17315175361387528,0.08040093905848154,1.0799251115300106,1.3896482432756143,-0.4917658806109883,-0.24670948830538625,0.24106404085715136,0.1156096283228178,-0.019553847075384295,0.35775119545462564,0.0016365403150338785,-0.10405767454824165,-0.01871623831326228,1.1189989414055912,0.21719448317777298,0.1554809066782601
2017-08-01,-0.18226923877183582,-0.08608370985636123,-0.08172336589300175,-0.18161547808884376,0.0292293207471722,-0.17082372476939647,-0.006796062122485673,-0.05974420922156788,0.03944970142061672,-0.2652488890576213,-0.7125141431000458,-0.09615145672352834,-0.2764718643935931,0.08016689769628169,0.4559979696401892,0.8397347848861374,-0.5642256037101578,0.7376706768444451,0.1949999344387175,0.8841367377742768,0.09346369483326715,0.11232654322349972,0.17263931627456935,0.14843758359151,0.2806244634661432,0.814149896978197,1.3549333560126815,-0.3042654453596072,-0.43136834421144427,0.037279613550535703,-0.11720155684915794,-0.044401952888139376,0.3235840792229775,0.046279044531064774,-0.08665228123153679,-0.00961379934660983,0.8523014668689877,0.35665816221408914,0.07647922013375186
2017-09-01,-0.12980617953868395,0.044108810667438464,-0.14088169448584317,-0.474909654263228,-0.2887170791145964,-0.1473109111371999,-0.015350622090643442,-0.03336218244872735,0.11604016977604821,-0.2821275635322786,-0.6796975311012281,-0.09107235756694032,-0.23282836329802215,0.3032474875271809,0.9572933304564816,1.0504634453320936,-0.35018996079693426,0.9998502395924218,0.26204542134966613,1.0809156750060651,0.05894829218680919,0.11934236164392334,0.36329201208948025,0.1285689860165613,0.16585511085731633,0.8013640585445304,1.4961576971144517,-0.24715609679258577,-0.4428192373072876,-0.3960427064820369,-0.7032949118868322,-0.030452229673971605,0.2928688842417416,-0.015395700271342159,-0.08731465737547353,-0.015482764802472725,1.0630336308315114,0.4010160901825991,-0.1984861810478914
2017-10-01,-0.08685771776414329,0.007284887440640596,0.01122073277928705,-0.008514044201637688,0.11781932989193981,-0.13803679456489049,-0.017139854775506336,0.03358436391348938,0.10882982685059814,0.057496323045694575,-0.3328338941478946,-0.06321650747209641,-0.20477068605863993,0.27944556429190487,1.0699832247013237,1.2197263683081507,0.2033228948983088,1.2744201481948614,0.22073359629934355,1.102064664947198,0.0726978453232024,0.09836854350459283,0.3770963421429273,0.11374974200846019,0.9171890075756219,1.5008797993632386,1.3445099175455797,-0.18238100208969338,-0.11972541909404566,0.03562751210911603,-0.113505619653872,0.11766170336095283,0.2517984993827591,-0.04824693965774267,-0.08922239092247054,-0.01720569339433039,2.292299295977873,0.39036823899878037,0.22645965116837719
2017-11-01,-0.05944172366621089,0.07140702452558885,0.08594728732725669,-0.06544769207906155,0.08262273635186478,-0.16869081813312534,-0.02051168509558925,0.04872480463892812,0.08387441934662503,0.2702607103882855,-0.1309668042633754,-0.04873966151457577,-0.153495751445938,0.4500266479663384,1.1819268778776175,1.290946445907478,0.48491175785797513,1.5766153273830077,0.22896328161749505,1.12197154016503,0.07100291985756109,0.08394596223739065,0.32750489641493574,0.09262190320657171,1.0382776872012536,1.899229667548295,1.6899300996970859,-0.13261840520556073,0.029610621931653022,-0.0023763185407190274,-0.08352306344513226,0.16897490574244792,0.22682030687407342,-0.055106240248079086,-0.07701985938288412,-0.026407735360724622,2.9658634395230754,0.41118379168991304,0.32261434016528723
2017-12-01,-0.028099443838497398,-0.0006215934499040164,0.13334314948041467,-0.152215117626666,0.06391074096907719,-0.18589799647303734,-0.019824054225582147,0.05603832987911918,0.1369468520486317,-0.012518906039176887,-0.41672818522957206,-0.04699133535644981,-0.126127839461998,0.3665334431036339,0.9875883069815792,1.201178808660906,0.19047843926998062,1.4475806093558259,0.20799620491422807,0.9327245813612095,0.0033070607429337654,-0.015535333338718057,0.2941060695198773,0.07181241419593858,0.8307761439843938,1.7761303753935118,1.7230930321625975,-0.12012681329423242,-0.2899778258305476,0.05137034123693996,-0.10494178973726849,0.2684542272996966,0.1922705630869295,-0.036738383370220035,-0.06803016642547041,-0.014229578137746153,2.466739512872973,0.3436767872814098,0.32854976603768593
2018-01-01,-0.007243607346471643,0.01990682126606555,0.16144556698294277,-0.2408563375614996,-0.09514416948203638,-0.08207401223108017,-0.01647168584590885,0.12665350389174487,-0.02725386277899255,0.5147463142480542,0.07742161957668683,-0.09402108426681223,-0.1037306047132487,0.22269878663003587,0.9060136310864513,1.1004074734711593,1.1470150175117024,1.7071117271535299,0.18816055871260212,0.967788609864259,-0.09444161521852182,-0.1024656049259911,0.30311675901496976,0.10041684499918863,0.4850315850675482,1.6190578851083155,1.3658403449130232,-0.006758733280881407,0.18815546414219278,-0.15215329258271984,-0.3772124386841264,0.13261886360690023,0.17707624033385388,-0.040512089524160216,-0.06172684190050095,-0.011263914517858678,2.7357937487533013,0.4182838990369144,-0.08805384204521438
2018-02-01,0.06809114834418872,0.032384948091680105,0.23495835919311345,-0.12955887878745273,-0.09306500635208793,-0.04145802410760991,-0.015700904158959597,0.09920212328191608,0.09161808846808947,0.4109309004153619,0.29548650360433665,0.036584706080679257,0.05049705952005059,0.42168219742847113,1.4502007046076988,1.3700546435796077,0.8768492510082909,1.6313610423775358,0.17793924785703896,1.0437422111335857,0.07246984710837828,0.03432506775081327,0.2694235524624593,0.10741625261418482,1.2394370768610505,1.7846839159955874,1.4716507039910494,0.18346136957658116,0.25106219742248126,-0.12865706855697534,-0.173065295776336,0.32631243244602204,0.18689593077160815,-0.07769280689258154,-0.06430745452593783,-4.649104713636808e-05,3.4000036598532457,0.4229553743244504,0.15332287361805164
2018-03-01,0.2441011207074235,0.024474420430267856,0.22160034449618923,-0.17402525465416202,-0.05338189445115162,-0.10261367637455338,-0.013082671583691873,0.08429653644221725,0.09243547382873087,0.15030397881319688,0.19319062312773982,0.10195026943032183,0.23076037518170628,0.4848121608321249,1.6554434120808825,1.2681282056725438,0.41850997962361747,1.4958994002861596,0.1487833963209017,0.9544896471936568,0.01865531115809291,-0.01714691912287005,0.16656867496578506,0.08675220465750837,1.4365163676315678,1.8097154480124353,1.557951431094863,0.5024409031098236,-0.03236934724162706,-0.07763300747372302,-0.17451620997891007,0.31363855847888694,0.1853115796380678,-0.03885538424811513,-0.04600420880913535,-0.004235424658623384,3.225109252557967,0.45438164881891147,0.3138160477262757
2018-04-01,0.1037754979076254,0.010016655760121182,0.25319624557685805,-0.16841806833585862,-0.08499027202774409,-0.08336658962405828,-0.00912851006684901,0.12612371022505364,0.10236896747437638,0.49683031334391586,0.4212041994279869,0.04707797128017145,0.1062358866746889,0.4111201275054627,1.288526260834912,1.081526311903052,0.907290241285841,1.622793215325497,0.13699161689867134,0.7261445214493384,0.07659040341176403,0.007965139474179353,0.17083000932032305,0.07211598154685678,1.06398832914522,1.8414174435177442,1.5616485303410994,0.1855070882262047,0.31828117525180266,-0.07654363068379048,-0.18078769749441367,0.35538179045371365,0.1735615949664976,-0.06677326628878515,-0.05997304535508845,-0.003544022450517589,3.310271740217141,0.28578052758608835,0.21862422819224725
2018-05-01,-0.06664649986748994,0.10953083642232835,0.2170525165752551,-0.28519668554511557,-0.14239518470302656,-0.14474147429197165,-0.010316827879807927,0.03463497560395118,0.14487304536026702,-0.09560329435323218,-0.4005377858610323,-0.07711620427114182,-0.04073859311821114,0.4303404644511908,1.0130625439874288,0.8986140284379514,0.3821149984124467,1.661145308004619,0.1699431406595866,0.536944334266293,-0.030747235308776905,-0.09230428655713441,0.103002757497134,0.07924993695942849,0.5456558692243849,1.8361819454471335,1.5399165074403331,-0.1572832778469038,-0.36256087812143295,-0.13928800554071435,-0.3903867461194578,0.36166969417165834,0.20340615710192947,-0.03507754224399471,-0.056118006706185344,-0.006600698799016918,2.257816478764929,0.07969613523080271,0.17503663744251452
2018-06-01,0.15153511766912603,0.13240198108768986,0.23242390403228322,-0.29711547786283693,-0.1486133863382948,-0.1426113554123895,-0.011120656108073395,0.06763509099393401,0.1299809605188518,0.03990643986611788,-0.01241221412114268,-0.010369100169779266,0.17638077549430042,0.46419532018966847,1.4864044879816622,1.0637600928775426,0.36687208642514146,1.6451656121086495,0.13810283089370962,0.7014566939508868,0.020530700111377725,-0.0355838551722549,0.07299989158112528,0.08901824342558974,0.9753520241480749,1.8375505379337769,1.703823552816971,0.2496389275370975,-0.18761817716900525,-0.15959901943410656,-0.3577181213694609,0.3623033989266558,0.189732157069569,-0.04527835856581609,-0.0645787389102653,-0.0034364163222840105,2.84114123989756,0.14569324546952192,0.19238492582512734
2018-07-01,0.14871754645539964,0.11129267856416944,0.24674617427418988,-0.27336810194599254,-0.13485102525110632,-0.1130163893942561,-0.0035957236134320464,0.0683132663246363,0.13843345957129213,0.004112807295406784,0.08411598269630559,0.03424797031289817,0.22042563664562717,0.5348529879659334,1.4947018322458698,1.034823587718417,0.22152553873465325,1.7881177092012843,0.16789231399917975,0.64966475513471,0.06558659812301987,-0.01460201899646898,0.07093983864922995,0.1225009370348542,1.3379875643650814,2.1826846026572606,1.914831672735571,0.25365262252434606,-0.14253323968288575,-0.048016133870076805,-0.058202047547613656,0.38515883258370714,0.17975697557170586,-0.011568720599198418,-0.03678813006651836,-0.001942598319021004,3.2545176660972785,0.05659238942115298,0.3945668934559763
2018-08-01,0.2215420390721275,0.09214710438802816,0.2881507817303081,-0.011965668351278168,0.13312908053738703,-0.09220788947701512,-0.006077158952601446,0.14018470744894854,0.18764022879701853,0.16924176058550164,0.33160948976901006,0.06468652463539093,0.3027112288135597,0.603331399089889,1.6422147621876482,1.114595002245438,0.5189030489670728,2.3915729294681882,0.2104182740334435,0.6392327451858465,0.01429944919165283,-0.016661776521349887,0.17874889123801732,0.11105608459310408,1.6444795435912483,2.974603971245411,2.4706397153195656,0.3565584667539904,0.028644550354326427,0.10441696611658587,0.09784275724716553,0.4753622570595915,0.20733632889581957,-0.06503466869645,-0.03424510944080784,0.0027139347876083374,4.353888206234169,-0.09020048228896187,0.5830310417772226
2018-09-01,0.22121737237049557,0.05091930680334047,0.3281116902846742,0.20206045031841396,0.3792147858853256,-0.10319600991623179,-0.0038656830909641515,0.12393052800652168,0.0645441321131541,0.30223555524616996,0.38126564214178893,0.09182663982403773,0.32334131594827153,0.4849381769276759,1.2114300828844575,0.850432843019785,0.5384452916058484,2.310049482323484,0.15854490489198,0.4583827045850277,0.005227028936477271,-0.08887412658880968,0.08738170311263907,0.1032969193678006,1.6599140001725459,3.1604586953480136,2.334091686606417,0.43045522829768873,0.06278069339698177,0.4571863892648304,0.5272327642490704,0.39205013843475717,0.21250368521593876,-0.009192588794311703,-0.02785143526672701,-0.006103170863556034,4.313425268098525,-0.16592844451091815,0.8504092130245295
2018-10-01,0.09185903270564895,0.05269021739130444,0.2085107711651301,-0.2677174427943777,-0.11201532049311126,-0.08138394353841918,-0.0027785770461292657,0.1313949620104031,0.056676086288428365,0.30808962756181685,0.185486784439614,0.06463282438525383,0.2051085906737821,0.3939739590257467,0.9071898914256913,0.5891119199139823,0.4954750589140114,1.923575019011409,0.1291573715448196,0.32386472952931034,-0.173084375,-0.22461561190530643,0.10672761984500992,0.09669581087173852,0.557198673721614,2.193049885484124,2.0714675170399204,0.2322487715146518,-0.019776849278218253,-0.044843576562188854,-0.2348285821483811,0.2652471903846719,0.22131320098923865,0.015542826151348471,-0.012495532678002238,0.0020262237593597944,2.930957683741653,-0.273113812727325,0.2694748664727151
2018-11-01,0.14070739224851256,0.045726173436651654,0.0790910640367674,-0.14336205178786587,-0.10950450840323644,0.038557897741082654,0.0026970866663461497,0.098394869095388,0.02977553657424837,0.3614062025279048,0.3800211160330904,0.11249118229824653,0.24351272145309702,0.3009189922098398,0.6277727496917406,0.2540465863715181,0.6948295791041534,2.0156443014438836,0.08213462368544908,0.14486368228802157,-0.19100389184981176,-0.225645111439527,0.09899377979701486,0.09656828366261844,0.3249754330958646,2.165472633904466,1.8990027863688146,0.26359981282539674,0.13532756195746812,-0.06605154607654798,-0.20814768186807697,0.10918290408349654,0.22316313323881057,0.014442123210845096,-0.023421635545805602,0.0012857453239156485,2.7669701578022066,-0.3700560821234338,0.14982833246058247
2018-12-01,0.25154263633481305,0.09941817216979923,-0.005563947701058928,-0.07222678809801462,0.008033676076788574,-0.01141873605099301,-0.00015846135080179737,-0.00889657723340138,0.08748384133611621,0.04428751798354152,0.27355851194334646,0.12810398632820041,0.35661295913891405,0.45725284816400974,0.8372735604961605,0.23303779248905732,-0.15640830548653342,1.6765410559540908,0.08607993425236558,0.15212494995043765,-0.07737639824655332,-0.0924255225578151,0.01441528903660938,0.1492827248687691,0.7696385868754346,2.113077383426801,2.1576254471295604,0.5346204424027555,-0.07107897987646619,0.009161691083910356,0.04789962756929988,0.08091284253861965,0.18257565594128755,0.012067252600511098,-0.026246617797842285,-0.01730181874092145,2.5920523535441164,-0.36329113125806917,0.4365363274727103
2019-01-01,-0.08613913477981526,-0.051600785020804514,0.014999890960636609,0.009937956048122379,0.08217319444687655,0.01683990446795581,-0.002612980632893254,0.02455061891658033,0.15993633921606817,-0.085878666728737,-0.1013972003256366,-0.015449467325611888,-0.005293872801190974,0.18614234098607474,0.14122145772134795,0.142890515055911,-0.33760686998066564,1.646632917852959,0.08922753545179662,-0.029187852356132995,0.034693091911279485,0.004607912954967023,-0.01287329085142152,0.12480998569301303,0.3297566917113247,1.903343700590222,2.104773603203102,-0.057611362741236974,-0.10140643329335748,0.10044195577687669,0.3266648388156688,0.172078367412044,0.14830599597475572,0.018449119922840214,-0.03818138089122433,-0.016729321744853996,1.9110414633906059,-0.5050527466736925,0.256710782737263
2019-02-01,-0.07303068389013741,-0.07438728598479205,-0.13033353709034998,-0.003514284842846651,0.012718474713639153,0.0635440049894299,-0.004661532800162085,0.03990373783719648,-0.06520074262552175,0.3375123699168819,0.1360396129083869,-0.09685776925112476,-0.06090934035286885,-0.03198913933018844,-0.4772144061930209,-0.4181697032837629,0.465472734321413,1.4739907687028158,0.12601307662793754,-0.2230040683310428,-0.14222782871396247,-0.15723705711606653,-0.02433060871570194,0.13060572776676943,-0.7342187193287942,1.4169142925603209,1.4304720697811413,-0.11089351618085802,0.19707438115438755,0.0007535962604361103,-0.1184419812586408,-0.19516563495272007,0.09097402571313778,0.01358661535380664,-0.027070482959137557,-0.019310146368298003,1.1090463970740094,-0.5366506071557979,-0.05707647614249489
2019-03-01,-0.1716610911836886,-0.0705830593530853,-0.1982119537459671,-0.020934940184684815,-0.12044221295937814,0.19315449626775819,0.0011820593051819041,-0.0136963087833519,-0.031801666534480064,0.2818622503719943,0.18604198101436517,-0.15223761878447686,-0.1885417422060721,-0.13493196260216697,-0.7127705333022374,-0.4979523177931699,0.3213342325850273,1.2842865022421526,0.13580655546782533,-0.2676299651768499,-0.015486220990563362,-0.04482630217059694,0.007917879816058855,0.11292974925047715,-0.8730079113241017,0.9806725580584627,1.2267976450241922,-0.2748324480272324,0.38566361762717855,-0.14328580765884066,-0.008976820948633337,-0.23032235261632,0.05921130917247087,-0.021230602915929927,-0.03522985489649858,-0.010403444158660635,0.6545539933664246,-0.5575851570410696,-0.3036139441836899
2019-04-01,-0.19405479758569477,-0.09832206781112533,-0.3121763590340027,-0.15399222315854694,-0.1681455754207187,0.10782711026514852,0.005389249284379559,-0.03655520261400333,-0.09553594909862106,-0.2773436507423846,-0.6681212830277579,-0.1832461566088469,-0.24078662055905847,-0.3323235359352502,-1.258644628083235,-1.0113485220149359,-0.48053767618694415,1.2646762605917474,0.047722488294966885,-0.603478166906583,-0.20940690886270077,-0.2075369499965453,-0.09919088927970635,0.0895651823153176,-1.8522360347302744,0.6895853869433645,1.3854460166209033,-0.30657228222213934,-0.4258872570023802,-0.20840135532233908,-0.46538203228245634,-0.40787035510835284,0.024045113181335193,-0.0068850843661756875,-0.022358764249339365,-0.01822345434874078,-1.0248420156193982,-0.6245560295468675,-0.575090873648383
2019-05-01,0.05241103089983034,-0.08870901812954678,-0.2400577320002756,-0.23049851740924784,-0.16646138132540475,0.04410149994766232,0.006435597615430705,0.031441691804434777,-0.09975573895229771,0.15341353327660295,0.16755344484192972,-0.04473493511569514,0.04709341876759009,-0.23623181867084195,-0.8194335281091748,-0.852609682128043,-0.02619038120694769,1.169313540842427,0.0352970281147922,-0.5130445121506804,-0.04537424580321658,-0.04551572325773454,0.003514876531207117,0.0707453916450349,-1.2529215767610167,0.7058449392634794,1.300575939122101,0.1911112385196125,0.12045177752658863,-0.2047738258764779,-0.33063942077260033,-0.33956516997736264,-0.022753845255701757,-0.02035218066598485,-0.025458999641899044,-0.014857867335543808,-0.009765434268871331,-0.5764763646138809,-0.46346860157894754
2019-06-01,0.002478234663809729,-0.15644413450044353,-0.348197479258796,-0.2981100266746046,-0.2540797329992917,0.09090152733407666,0.013283852206637015,-0.046700722966294,-0.05731622460937531,-0.08663410218181403,0.06161317168088811,-0.10473975932089907,-0.04100164810647119,-0.3779876436000927,-1.1730381097443432,-1.021907710164466,-0.35955514808103484,0.925325257520322,0.016978007611631884,-0.6151120693243521,0.1707936590470986,0.13252331710827847,-0.011212974846369957,0.056132590721176205,-1.434949148081016,0.24844861431871038,1.081441264503112,0.05996442495591249,0.10303322423575607,-0.2867272366485556,-0.21767467886902356,-0.40679564084011377,-0.03362105167103912,-0.04321311744934377,-0.02016792730425206,-0.015463776875392935,-0.7364483807825617,-0.5992376989278054,-0.6768766432016117
2019-07-01,0.053994745749319,-0.1401689944319626,-0.35051168392162885,-0.29672334805928224,-0.2931680701963709,0.20403441253141472,-2.07297244719135e-05,0.05891134311787187,-0.103161580293681,0.0600250368622828,-0.05029950009978038,-0.0022106185227834664,-0.020528933899597823,-0.37817984559597495,-1.1972422869746058,-1.146969781230908,0.02264975082093727,0.5949930264238105,-0.02024226560160766,-0.6928268135948216,-0.21173857015510952,-0.22050081346814787,-0.1079652829025332,0.012550447479980745,-2.0270743338615826,-0.1523842072279077,0.6146633411402791,0.15117059546653885,-0.02782644188358561,-0.37370667592005047,-0.7686766042392275,-0.4541429676360866,-0.030141963476233685,-0.03648376665653894,-0.04378739835279945,-0.02256402658368273,-1.3776423354133316,-0.541807382169222,-0.7473772336517182
2019-08-01,-0.00839991912734587,-0.08555501064048865,-0.2839229016460741,-0.09426441493253124,-0.21348617828923044,0.2346275765845568,0.0027608605725069108,-0.0009277576732341602,-0.10072288921805547,-0.06379372471403237,-0.16497836767036544,-0.10846831275720195,-0.07358250171941122,-0.39827707623788206,-1.26850411598003,-1.0394320638524817,-0.16659170754094654,0.4987347696984676,-0.039551329070848476,-0.6546394561418463,-0.13194338804638805,-0.17173635225375652,-0.1486314826194233,0.00393278922822351,-1.7380569318773267,-0.11057188364868936,0.5767478850676593,0.014746446166701083,-0.09017896655868388,-0.2102832857584858,-0.3856681626190094,-0.38479260771063534,-0.038760646027187796,0.018333355756945894,-0.054893484354240796,-0.019579720558484434,-1.3399594359482125,-0.487374635785912,-0.609306653347157
2019-09-01,-0.17434116595744675,-0.10238564118007046,-0.2973476945326616,-0.12051628379223138,-0.145548830689663,0.13524267709602666,0.0037815168978817108,0.04229109058086446,-0.09667962190441638,-0.07730397347140619,-0.38808301672161194,-0.220348540115148,-0.26721375777673767,-0.6069813263520246,-1.7236590234691147,-1.1779577220369641,0.08608178455759805,0.6537007555610347,-0.07139884639787773,-0.7830686155773663,-0.0955461508011511,-0.08626949852058201,-0.18236177132279635,0.029806047565119124,-2.3630874375963176,-0.13424804093704656,0.5774612286480797,-0.3703159195224286,-0.11513313288070086,-0.16589567727372714,-0.5431758881043499,-0.3948891064595979,-0.054909002212010394,-0.0019825980208525735,-0.059196253710810276,-0.0155958033319505,-1.736791546589811,-0.4995211614028935,-0.7879487964980812
2019-10-01,-0.27360868121378096,-0.18821079737126087,-0.34788879620741625,-0.13696890239620302,-0.1694508571515498,0.11358090762381304,-0.001151089066116549,-0.008870986871585608,-0.15229067254501996,-0.21598456267178742,-0.5323662779736203,-0.33824785989230016,-0.39941350850077223,-0.8790771580455881,-2.1532145119726653,-1.2979149988971064,-0.19960576643986655,0.48964996522856696,-0.1054616602082707,-0.797351650146493,0.1788119842531604,0.16142308343529416,-0.20229447682841928,-0.01579449809117463,-2.703041022477555,-0.6046842149793681,0.4699764845162207,-0.5798990009835469,-0.11511815244704952,-0.19733454360944958,-0.43081895021735556,-0.5005633487506135,-0.07260114415296604,0.01432883469813268,-0.08723527164716581,-0.026547607677013866,-2.4599465312638347,-0.43612816757166173,-1.0943341802079352
2019-11-01,0.07892379827931531,-0.18666229389776223,-0.24343617543859622,-0.3058346439217784,-0.26447088167053395,0.03345670417757019,-0.006846541546001344,0.011541596255838128,-0.15171582146024182,-0.22654768340661863,-0.21059304047383673,-0.2137112168486738,-0.0286444919889639,-0.7493477527948501,-1.297070562985251,-0.9510406446622164,-0.2357357786596444,0.1465632290977491,-0.09717633132100217,-0.5555056937895534,0.2428228579959729,0.19477855393700597,-0.18677371731308595,-0.0003618475889002691,-1.9429297941158974,-0.864677540957532,0.1400919920409411,0.02705157947501816,-0.18092980881476883,-0.26326551820253546,-0.5482570744488598,-0.39553495087266294,-0.08872477943290116,0.004895885755281368,-0.09629629673653067,-0.01251532192932108,-2.047699581043161,-0.25504875877004385,-1.0112407700552812
2019-12-01,-0.18110260104928644,-0.14430560809957346,-0.20691919911473725,-0.34553042069138307,-0.2617800117982495,-0.01189965637566663,-0.006150115453371736,0.04425502521139501,-0.15455961006953534,-0.27870065807875627,-0.38340514091878647,-0.3000552030407635,-0.2520420637848981,-0.8607832364877261,-1.554602466197943,-0.8858307114811574,-0.08554989900161356,0.05163230310815195,-0.13430440657767032,-0.5250887677506687,0.4143564488738601,0.325759083202254,-0.13493482715515198,-0.01625563450281657,-2.1292954734426965,-1.0107694560825975,-0.01179701492537295,-0.4397945244851256,-0.1302042976230957,-0.21944311913938125,-0.526847860470567,-0.3607419437304887,-0.08059223234181286,-0.0002067582811708268,-0.07836480664677117,0.0027105639301455405,-2.2998443714335015,-0.2848310941718281,-1.0624017591907495
2020-01-01,0.2313266542912967,-0.028095037768410307,-0.16381698605185288,-0.2259067733255105,-0.21021296036256168,0.02288365899357665,-0.01054044524672843,-0.03861789906895182,-0.03556271751058092,-0.49019710461849847,-0.3880965777148892,-0.16889238539010454,0.16595257148570397,-0.6449396669407913,-1.2012328377953705,-0.9129199872162179,-0.578420527942858,-0.18575240277789978,-0.21658281725327402,-0.7142424232085223,0.18106167411860563,0.10443012691050885,-0.15752026844736128,0.00022571019204791252,-1.6957255954261456,-0.9536813233965721,0.08079890549919916,0.13144828680897624,-0.532170338166176,-0.12457986593412788,-0.5059295333512345,-0.19867756400769568,-0.06613581831945492,0.03323611815583693,-0.047863824679811685,0.004584899612705756,-2.2900911007524005,-0.3518206055040668,-0.7679289206186724
2020-02-01,0.3067933435936891,-0.05499191887245775,-0.017462463088586514,-0.2510285113393669,-0.19876754367359234,-0.006304178599999846,-0.005635629971868172,0.011881226363601205,0.06756118866454941,-0.3993444250327928,-0.1469566639142886,-0.11250134545237082,0.28688320298982706,-0.6046145562165081,-0.8655571778365817,-0.5396388750232526,-0.3294181511548127,0.0075008600221588735,-0.25391971385556594,-0.5880968576798454,0.2524987598765094,0.18503944817300466,-0.15304722877564067,0.04317513642281406,-1.127975350184834,-0.6994402494696172,0.09791624757729198,0.334533442610155,-0.40587637639413743,-0.10884422788210901,-0.24274667350946957,0.0484579826565928,-0.0426523459967289,0.051647184779527365,-0.06722864592983106,-0.0008407790242239279,-1.4226397113879297,-0.3848944564670208,-0.7069411094917761
2020-03-01,-0.6058722749098447,-0.10038762935836633,-0.48062737813959394,-0.04644978825884129,-0.09930159500686339,0.11322491873252365,-0.021984614489912045,-0.13509022754712555,-0.11552397005874544,-0.6458702177477962,-1.6690596470996537,-0.5923596609236618,-0.7368919724468402,-1.4746595298106207,-3.516505139286387,-1.8009062914964955,-0.7668006737618511,-0.2643211589357845,-0.3667137119073677,-1.2021775664493368,0.13432658124949126,0.041937133184683235,-0.2464648974565339,0.01882143061648575,-4.458046171044827,-1.7916593431569423,-0.00017985962307413345,-1.2106841670438666,-0.8811677445923871,0.031093753736629086,-0.693084616845296,-0.5987287250471587,-0.04435499836476617,0.04713011220737017,-0.12562994500178176,-0.014486101401228482,-5.315331078191232,-0.5623892155307127,-1.5273381842211577
2020-04-01,-0.9190877820405227,-0.5372724145491731,-1.7302079207044743,-0.7977503692807615,-0.4709841773988,-0.16589723157336084,-0.0649143460461151,-0.36838191161905526,-0.7521218764247146,-0.3177589808830402,-4.5160393612334815,-0.8829082310020313,-1.9369002703209084,-3.9592099645305527,-9.818258787359015,-5.546846821255356,-0.3271538195590951,-1.850408188731419,-0.8131868711543846,-3.061291985799359,-0.7684347906017855,-0.6394455697952733,-0.6460344876052662,-0.10825419535383679,-14.940789298105557,-7.012580164751498,-1.530199577835976,-1.1967868747832806,-1.622542449222093,-0.9046367668408386,-4.092991085090174,-2.485554835455997,-0.16866143918497029,-0.05814603945731396,-0.21761081124119383,-0.09524608268053482,-17.318282261376304,-0.5003402287520993,-5.162171976020079
