date,Government,Utilities,Wholesale trade,Retail trade,Transportation and warehousing,Private goods-producing industries [1],Private services-producing industries [2],"Finance, insurance, real estate, rental, and leasing","Educational services, health care, and social assistance",Construction,Manufacturing,Information,Professional and business services,Federal,State and local,TTU,FIRE,Oth_Serv,GoodsTTU,Accommodation,Accommodation and food services,Administrative and support services,Administrative and waste management services,"Agriculture, forestry, fishing, and hunting",Air transportation,Ambulatory health care services,"Amusements, gambling, and recreation industries",Apparel and leather and allied products,"Arts, entertainment, and recreation","Arts, entertainment, recreation, accommodation, and food services",Broadcasting and telecommunications,Chemical products,Computer and electronic products,Computer systems design and related services,"Data processing, internet publishing, and other information services",Durable goods,Educational services,"Electrical equipment, appliances, and components",Fabricated metal products,Farms,"Federal Reserve banks, credit intermediation, and related activities",Finance and insurance,Food and beverage and tobacco products,Food and beverage stores,Food services and drinking places,"Forestry, fishing, and related activities","Funds, trusts, and other financial vehicles",Furniture and related products,General government,General merchandise stores,Government enterprises,Gross domestic product,Health care and social assistance,Hospitals,Housing,Insurance carriers and related activities,Legal services,Machinery,Management of companies and enterprises,Mining,"Mining, except oil and gas",Miscellaneous manufacturing,"Miscellaneous professional, scientific, and technical services",Motion picture and sound recording industries,Motor vehicle and parts dealers,"Motor vehicles, bodies and trailers, and parts",National defense,Nondefense,Nondurable goods,Nonmetallic mineral products,Nursing and residential care facilities,Oil and gas extraction,Other real estate,Other retail,"Other services, except government",Other transportation and support activities,Other transportation equipment,Paper products,"Performing arts, spectator sports, museums, and related activities",Petroleum and coal products,Pipeline transportation,Plastics and rubber products,Primary metals,Printing and related support activities,Private industries,"Professional, scientific, and technical services","Publishing industries, except internet (includes software)",Rail transportation,Real estate,Real estate and rental and leasing,Rental and leasing services and lessors of intangible assets,"Securities, commodity contracts, and investments",Social assistance,Support activities for mining,Textile mills and textile product mills,Transit and ground passenger transportation,Truck transportation,Warehousing and storage,Waste management and remediation services,Water transportation,Wood products
2015-10-01,-0.01,0,-0.28,0.18,0.04,-0.32,1.1,0.12,0.22,0.12,-0.59,0.65,0.13,0.04,-0.04,-0.06,0.77,0.39,-0.38,0,0.02,-0.02,-0.04,0.11,0.11,0.05,0.01,0,0.03,0.05,0.41,0,0.06,0.16,0.16,-0.2,0.07,-0.03,-0.1,0.13,-0.16,0.05,-0.12,-0.1,0.02,-0.02,-0.11,-0.01,0.06,-0.03,0.02,0.7,0.16,0.07,0.04,-0.05,-0.07,-0.12,0.02,0.05,-0.03,0.04,0.06,0.03,0.12,-0.02,-0.01,0.03,-0.39,-0.01,-0.01,0.21,-0.02,0.19,0,-0.01,-0.08,0,0.02,-0.27,0.01,-0.01,0.07,0.01,0.78,0.15,0.05,-0.04,0.02,0.07,0.05,0.38,0.05,-0.14,0,-0.01,-0.05,0.03,-0.02,-0.02,0
2016-01-01,0.13,0.14,-0.27,0.58,-0.21,0.65,1.6,-0.04,0.42,0.39,-0.03,0.53,0.38,0.07,0.06,0.24,0.49,0.87,0.89,-0.05,-0.01,-0.02,-0.05,0.03,-0.15,0.31,0.02,0,0.04,0.03,0.15,0.27,0,0.19,0.11,0.03,0.06,-0.07,-0.04,-0.01,-0.33,-0.24,-0.11,-0.01,0.04,0.04,-0.1,0.01,0.13,-0.11,0.01,2.3,0.36,0.03,0.01,-0.08,0.21,-0.08,-0.03,0.27,-0.03,0,0.05,0.1,0.27,0.12,0,0.06,-0.06,-0.02,0,0.45,0.02,0.44,0.04,0.01,0.01,0,0.02,-0.21,-0.02,-0.01,0.07,0,2.25,0.45,0.17,-0.03,0.04,0.2,0.16,0.28,0.02,-0.15,0,-0.02,-0.02,0.04,-0.03,-0.01,0.02
2016-04-01,0.13,0.07,0.16,0.21,0.29,-0.86,2.05,0.94,0.23,-0.02,-0.21,0.14,0.02,0.05,0.08,0.73,1.08,0.24,-0.13,-0.03,-0.03,0,-0.02,-0.04,0.26,0.2,0,0,0.02,-0.01,0.07,-0.05,-0.02,0.14,0.15,-0.16,0.03,-0.02,-0.01,0.09,0.11,0.62,-0.07,0,0,-0.13,-0.01,-0.01,0.08,-0.08,0.03,1.3,0.2,-0.02,0.06,0.43,-0.01,-0.04,0.02,-0.59,-0.02,0.04,-0.1,-0.11,0.17,-0.01,-0.01,0.03,-0.05,-0.01,0.01,-0.43,0.21,0.13,-0.01,0.02,-0.04,-0.01,0.02,0.09,0.03,0,-0.04,0,1.19,0.03,0.02,-0.02,0.27,0.32,0.05,0.09,0.01,-0.14,0,0,0.02,-0.01,-0.02,-0.02,-0.01
2016-07-01,0.29,0.09,0.36,0.37,0.03,0.22,2.21,0.62,-0.05,0.19,0.19,0.37,0.18,0.05,0.24,0.85,0.99,0.37,1.07,0.02,0.12,0.1,0.1,0.02,-0.03,-0.02,-0.01,0,0.06,0.18,0.13,-0.02,0.06,0.07,0.11,0.19,-0.03,-0.01,0.04,0.07,0.31,0.67,0.05,0.03,0.1,-0.05,0.05,0,0.16,0.13,0.08,2.9,-0.01,0.01,-0.03,0.36,-0.03,0.02,0.07,-0.18,0.02,0.02,-0.02,0.05,0.12,0.09,-0.01,0.03,0.01,0,-0.02,-0.22,-0.03,0.09,0.04,0.02,0.01,-0.03,0.07,0.01,-0.04,0,-0.04,0,2.43,0.02,0.09,0.02,-0.06,-0.05,0.01,-0.04,0.01,0.02,0,0,0.05,0.03,0,-0.01,0
2016-10-01,0.08,-0.06,-0.15,0.32,0.29,-0.24,2.17,0.37,0.32,0.3,-0.43,0.18,0.67,0.02,0.06,0.4,0.55,1.22,0.16,0.08,0.12,0.19,0.23,-0.07,0.1,0.25,0.05,0,0.11,0.23,0.04,-0.29,0.07,0.16,0.09,-0.01,0.01,-0.02,0.01,-0.18,0.3,0.41,-0.03,0.04,0.03,0.11,0.04,0,0.05,0.06,0.02,2.2,0.31,0.07,-0.03,0.11,0.06,-0.01,0.12,-0.05,0.03,0,0.11,-0.03,0.11,-0.04,-0.02,0.01,-0.42,0.01,-0.01,-0.13,0.03,0.11,0,0.07,-0.06,-0.03,0.06,-0.08,0.01,0.01,0.01,0,1.93,0.32,0.09,0.01,0,-0.04,-0.04,-0.04,0,0.06,0,0.01,0.06,0.05,0.03,-0.02,0.01
2017-01-01,0.09,-0.13,-0.03,0.13,0.15,0.79,0.76,-0.41,0.1,0.34,0.3,0.43,0.47,0.03,0.07,0.12,0.02,0.62,0.91,0.08,0.13,0.2,0.25,0.08,-0.02,0.12,0,0,-0.09,0.04,0.11,-0.06,0,0.09,0.09,0.19,-0.07,0.04,0.05,0.08,-0.36,-0.73,0.24,0.01,0.05,0,0.07,-0.01,0.05,0.01,0.01,2,0.17,0.05,0.12,-0.47,-0.05,0.1,0.1,0.07,0.04,0.01,0.08,0.08,0.09,0.02,-0.01,0.02,0.1,0.03,0,-0.07,0.2,0.02,0.01,0,0.01,-0.05,-0.08,-0.03,0,0.02,-0.07,-0.01,1.55,0.12,0.15,0.02,0.32,0.32,-0.01,0.03,0.01,0.11,0,0.01,0.14,0,0.05,0,0.01
2017-04-01,0.06,0.13,-0.07,0.33,0.13,1.03,1.21,-0.69,0.18,-0.05,0.82,0.27,0.76,0.01,0.05,0.52,-0.42,1.11,1.55,-0.03,0.04,0.17,0.18,-0.08,0.02,0.15,0.03,0,0.07,0.1,0.14,-0.08,0.03,0.15,0.09,0.3,-0.03,0.03,0.07,-0.08,-0.79,-1.08,0.07,0.04,0.07,0,-0.02,-0.01,0.09,0.02,0.02,2.3,0.21,0.05,0.07,-0.25,0.02,0.11,0.14,0.33,0.06,0.01,0.27,-0.07,0.17,0.06,-0.01,0,0.52,0.02,0,0.1,0.25,0.1,0.06,0,0.03,-0.02,0.04,0.58,-0.01,-0.01,-0.04,-0.01,2.24,0.44,0.11,0,0.32,0.39,0.07,-0.02,0.02,0.17,-0.01,0.01,0.06,0.06,0.02,-0.01,-0.01
2017-07-01,0.17,-0.03,0.1,0.62,0.1,0.7,2.9,0.54,0.14,0.1,0.47,0.44,0.71,0.05,0.12,0.79,0.98,1.13,1.49,0.01,0,0.17,0.19,-0.11,0.09,0.08,0.02,0,0.15,0.15,0.26,0.24,0.14,0.17,0.01,0.45,0,0,0.06,-0.12,0.01,0.27,0.09,0.03,0,0.01,-0.07,-0.01,0.11,0.14,0.02,3.2,0.14,0.03,-0.01,0.05,-0.06,0.12,0.14,0.24,-0.03,0.03,0.27,0.01,0.1,0.04,0.02,0.01,0.02,0.01,0,0.14,0.23,0.34,0.12,0.01,0.09,-0.02,0.13,-0.28,0.04,-0.02,-0.02,0.02,3.6,0.38,0.15,-0.01,0.22,0.27,0.05,0.28,0.03,0.13,0,0.03,-0.02,-0.05,0.02,0.01,-0.01
2017-10-01,0.23,0.13,0.44,0.28,0.2,1.84,3.46,0.53,0.23,0.38,1.44,0.36,1.13,0.06,0.17,1.05,0.89,1.52,2.89,0.02,0.03,0.23,0.24,0.03,0.02,0.13,0.01,0,0.02,0.05,0.06,0.38,0.2,0.17,0.22,0.71,0.01,0.03,0.07,0.02,-0.29,-0.1,0.09,0.06,0.01,0.01,-0.06,0.03,0.09,-0.04,0.08,4.6,0.22,0.06,0.09,0.03,0.05,0.06,0.38,-0.01,0.02,0.06,0.29,0.05,0.17,0.11,0.03,0.02,0.73,0.02,0.03,-0.18,0.47,0.1,0.11,0.02,0.07,0.06,0.01,0.14,0.05,0.04,0.06,0.01,5.3,0.51,0.03,0.01,0.55,0.63,0.08,0.21,0,0.15,0,0,0.07,0.01,0.01,0.02,0.01
2018-01-01,0.21,-0.14,0.28,0.51,0.38,1.27,3.15,0.67,0.51,0.25,1.02,0.03,0.79,0.03,0.18,1.03,0.7,1.42,2.3,-0.04,-0.01,0.1,0.12,0.14,0.15,0.25,0.03,0,0.03,0.02,0.14,0.46,0.04,0.29,-0.13,0.44,0.07,0.02,0.07,0.13,0.06,-0.33,0.09,-0.06,0.03,0.02,-0.02,0.02,0.09,0.07,0.1,3.3,0.44,0.11,0.22,0.1,-0.01,0.12,0.01,-0.15,0,0.05,0.39,-0.05,-0.01,0.07,0.02,0.02,0.58,-0.03,0.04,-0.35,0.63,0.5,0.1,0.06,0.04,0.07,0,-0.1,0.01,0.04,0.04,0.02,4.42,0.67,0.07,0.01,0.85,1,0.15,-0.47,0.03,0.21,-0.01,0,0.06,0.07,0.02,0.01,0.01
2018-04-01,0.16,0.03,-0.27,-0.23,-0.09,0.42,1.19,0.28,0.08,-0.13,0.19,0.42,0.62,0.07,0.09,-0.56,0.7,1.05,-0.14,0.16,0.17,0.07,0.05,0.16,-0.09,0.03,-0.02,0,0.13,0.29,0.04,0.15,0.09,0.26,0.34,-0.04,0.03,-0.02,0.03,0.15,-0.3,-0.18,-0.17,-0.07,0.01,0.01,-0.02,0.01,0.09,0,0.02,2.1,0.05,0.03,0.2,0.03,0.08,-0.03,0.04,0.21,-0.01,0.01,0.19,-0.03,-0.12,0.03,0.02,0.03,0.23,0,-0.04,0.01,0.25,-0.05,0.06,0.01,-0.02,0.01,0.15,0.24,-0.01,0.01,-0.08,0,1.61,0.53,0.07,0.01,0.45,0.46,0.01,0.11,0.03,0.2,-0.01,0.03,-0.07,0.03,-0.02,0,-0.05
2018-07-01,0.07,-0.19,-0.14,0.12,-0.01,-0.47,0.83,0.34,0.11,0.02,-0.3,0.21,0.58,0.01,0.06,-0.22,0.55,0.5,-0.69,-0.16,-0.08,0.13,0.11,-0.09,0.02,0.12,-0.01,0,-0.07,-0.15,0.02,-0.11,0.01,0.23,0.12,-0.18,0.01,-0.04,-0.01,-0.07,0.2,0.28,-0.04,0.01,0.08,-0.02,-0.01,0,0.04,0.03,0.02,2.5,0.09,-0.03,0.13,0.15,0.02,-0.03,0.21,-0.11,-0.02,0,0.01,-0.07,0.09,0,0,0.01,-0.11,0,0,-0.09,-0.06,-0.01,-0.04,0.01,-0.01,-0.02,-0.06,0.05,0.01,0.04,-0.1,-0.01,0.36,0.26,0.15,-0.01,0.07,0.06,-0.01,-0.05,0,-0.01,0,0.05,-0.1,0.03,-0.01,-0.02,0
2018-10-01,-0.15,-0.01,-0.73,-0.91,-0.13,-0.64,-2.36,-1.15,0.09,-0.18,-0.5,0.14,0.3,-0.12,-0.04,-1.78,-1.01,0.43,-2.42,0.07,0.14,0.14,0.13,-0.04,-0.13,0.14,0,-0.01,-0.08,0.06,-0.01,-0.2,0.04,0.1,0.14,-0.15,0.03,-0.02,-0.03,-0.05,-0.43,-1.09,-0.16,-0.04,0.06,0.01,-0.02,-0.02,-0.1,-0.02,0.01,0.6,0.06,-0.04,0.13,-0.3,-0.06,-0.06,0.02,0.09,0,-0.03,0.11,-0.05,0.03,-0.07,-0.03,-0.07,-0.35,0,-0.06,0.12,-0.18,-0.88,-0.03,0.03,0.04,0,-0.08,0.05,-0.05,-0.03,0,-0.01,-3,0.15,0.05,-0.02,-0.05,-0.06,-0.02,-0.33,0.02,-0.02,-0.01,0.03,0,0.02,-0.01,-0.01,0.01
2019-01-01,-0.28,-0.13,-0.07,0.33,-0.07,0.03,2.85,1.08,0.37,0.28,-0.63,0.72,0.78,-0.18,-0.1,0.06,1.8,0.99,0.09,-0.01,0,-0.01,-0.01,-0.16,-0.02,0.32,-0.02,0,-0.06,-0.06,0.26,-0.33,-0.01,0.24,0.17,0.06,0.02,-0.02,0,-0.16,0.26,1.09,-0.1,0,0.02,0.01,0.04,-0.01,0.05,-0.1,-0.15,2.5,0.35,0.01,0.16,0.41,-0.01,0.04,0.27,0.54,-0.03,-0.06,0.29,-0.01,0.11,0,0.04,-0.14,-0.69,0.02,-0.02,0.55,-0.14,0.32,-0.09,0.02,0.05,-0.01,-0.04,-0.2,-0.1,-0.02,0.05,-0.02,2.88,0.52,0.31,-0.02,0.02,-0.01,-0.04,0.38,0.03,0.01,0,0.12,-0.06,0,0,0,0
2019-04-01,0.36,0.23,-0.37,0.17,0.08,0.48,2.52,0.61,0.36,0.1,0.17,0.82,0.49,0.3,0.05,0.11,1.43,0.98,0.59,-0.01,0.08,0.05,0.06,0,0.05,0.15,0.03,0,0.03,0.1,0.2,-0.09,0.05,0.06,0.45,0.08,0.06,0.01,-0.01,-0.01,0.42,0.31,0,0,0.08,0.01,0.03,-0.01,0.3,0,0,3.4,0.3,0.08,0.1,0.44,0.02,-0.02,0.05,0.21,0.03,0,0.3,0.05,0.01,0.03,0.02,0.28,0.09,0.02,0.02,0.23,0.03,0.15,0.03,0,-0.04,0.02,0,0.12,-0.04,0.05,0.06,0,3,0.38,0.11,0,0.13,0.3,0.17,-0.58,0.04,-0.06,0,-0.04,0.08,0.05,0,-0.01,0
2019-07-01,0.26,0.02,0.44,0.4,0.18,0.6,3.86,0.79,0.3,0.15,0.29,0.51,0.69,0.07,0.2,1.04,1.3,1.52,1.64,0.08,0.18,0.1,0.1,-0.03,0.07,0.12,0.04,0.01,0.21,0.39,0.23,0.18,-0.08,0.03,0.19,0.01,0.03,0.02,0,-0.04,0.34,0.2,0.1,0.11,0.1,0.01,0.02,-0.01,0.2,0.03,0,4.8,0.28,0.08,0.13,0.16,0.11,-0.04,0,0.2,0,-0.01,0.46,-0.02,0.13,0,0.03,0.05,0.27,0.02,0.03,0.36,0.21,0.12,0.14,0.02,-0.04,0.04,0.17,-0.09,-0.01,0.02,0.13,0.01,4.45,0.6,0.11,-0.02,0.33,0.59,0.26,-0.32,0.04,-0.17,0,0.04,0.06,0.01,0,0.01,0.03
2019-10-01,0.45,0.39,0.04,0.09,-0.03,-0.48,2.73,1.54,0.14,-0.07,-0.22,0.19,0.23,0.11,0.34,0.49,1.73,0.51,0.01,0.01,-0.13,0.01,0.01,0.03,0.02,0.02,0.06,0.01,0.2,0.07,-0.07,0.02,0.15,0.11,0.19,-0.02,-0.02,0,-0.04,0.01,0.45,1.22,-0.08,0,-0.15,0.02,-0.01,-0.01,0.21,0.02,0.13,2.8,0.17,0.06,0.16,0.29,-0.08,-0.07,0.04,-0.21,0,-0.01,0.16,-0.02,-0.04,-0.04,0.05,0.01,-0.2,-0.02,0.05,-0.04,0.1,0.11,0.07,0.01,-0.05,-0.01,0.14,-0.13,-0.01,0,0.04,-0.01,2.25,0.18,0.09,-0.05,0.25,0.32,0.07,0.48,0.03,-0.17,0,0,-0.03,0.04,0,-0.01,0.02
2020-01-01,-0.01,-0.11,0.15,-0.65,-0.08,-1.2,-4.32,-1.16,-0.29,-0.2,-1.19,-0.29,-0.02,0.14,-0.16,-0.69,-1.45,-2.18,-1.89,-0.22,-1.11,-0.09,-0.1,0.07,-0.1,-0.2,-0.19,0,-0.39,-1.51,-0.45,0.09,-0.01,0.26,0.14,-0.47,-0.07,0.01,-0.04,0.04,-0.27,-1.31,0.06,0.12,-0.89,0.03,0,0,0.09,0.08,0.05,-5.5,-0.22,-0.08,0.13,-0.97,-0.17,-0.09,0.03,0.11,0.02,-0.08,-0.04,-0.06,-0.53,-0.19,0.04,0.05,-0.72,-0.04,0.06,0.12,-0.09,-0.32,-0.36,0.05,-0.1,0.02,-0.21,-0.82,-0.01,-0.03,0.05,-0.03,-5.52,0.05,0.08,-0.01,0.05,0.15,0.11,-0.07,0,-0.02,0,-0.03,-0.02,0.02,-0.01,0.02,0.03
2020-04-01,-1.79,0.13,-1.7,-1,-2.25,-4.81,-21.51,-0.31,-4.49,-0.89,-3.49,-0.13,-3.31,0.25,-2.05,-4.82,-0.44,-16.25,-9.63,-1.61,-4.63,-1.46,-1.55,-0.27,-1.65,-2.84,-0.86,-0.02,-2.23,-6.86,0.14,0.2,-0.11,-0.04,0.02,-2.69,-0.55,-0.1,-0.41,-0.2,0.17,0.99,-0.57,0.11,-3.02,-0.07,0,-0.05,0.23,-0.13,0.02,-28.1,-3.94,-0.53,0.12,0,-0.26,-0.31,-0.09,-0.17,-0.01,-0.01,-1.36,-0.36,-0.02,-1.01,0.11,0.12,-0.8,-0.04,-0.14,0,-0.5,-0.97,-1.59,0.03,-0.43,0,-1.37,-0.07,-0.04,-0.18,-0.16,-0.12,-26.32,-1.66,0.06,-0.08,-0.39,-1.29,-0.91,0.81,-0.43,-0.15,-0.05,-0.28,-0.19,-0.01,-0.09,-0.03,-0.05
2020-07-01,1.02,0.27,3.61,3.63,1.45,6.65,27.53,2.42,5.25,1.16,5.01,1.43,3.49,0.32,0.7,8.96,3.85,14.72,15.61,1.11,3.55,1.18,1.31,0.4,0.13,3.4,0.64,0.02,1.05,4.6,0.18,0.22,0.2,0.35,0.65,3.48,0.27,0.04,0.24,0.32,0.55,0.36,0.85,0.15,2.44,0.08,0.02,0.06,0.63,0.58,0.07,35.2,4.98,1.18,0.23,0.24,0.02,0.19,0.12,0.08,0.04,0.19,1.68,0.23,0.35,1.93,0.02,0.26,1.53,0.09,-0.09,0.02,0.89,2.55,1.38,0.55,0.27,0.07,0.41,0.09,0.06,0.19,0.15,0.04,34.19,2.06,0.37,0.08,1.12,2.06,0.93,-0.44,0.48,0.02,0.05,0.1,0.37,0.16,0.13,0.01,0.12
2020-10-01,-0.01,-0.18,-0.23,-0.4,0.21,1.15,3.27,1.32,0.5,0.25,0.76,0.31,1.53,-0.03,0.02,-0.6,1.63,2.24,0.55,-0.26,-0.14,0.44,0.46,0.07,0.12,0.6,0.01,-0.01,0.41,0.27,-0.06,0.07,0.22,0.21,0.18,0.39,-0.16,0.03,0.08,0.06,0.68,1.03,0.23,-0.11,0.11,0.01,0.01,0.04,-0.28,-0.11,0.3,4.4,0.66,0.08,0.2,0.07,0.21,0.11,0.49,0.08,0.04,0.05,0.16,0.01,-0.14,-0.07,0.03,-0.07,0.37,0.02,0.02,0.03,0.04,-0.04,-0.05,-0.08,-0.05,0.03,0.4,-0.02,-0.01,0.02,-0.03,0.03,4.42,0.58,0.17,0.02,0.23,0.29,0.06,0.27,-0.04,0,0.02,0.06,-0.03,0.11,0.02,0.04,-0.02
2021-01-01,0.04,-0.16,-0.21,1.07,0.74,1.07,4.56,0.51,-0.44,0.17,0.62,0.84,1.71,-0.04,0.08,1.44,1.35,1.77,2.51,0.1,0.39,0.5,0.5,0.04,0.47,-0.25,0.14,0.01,0.33,0.72,0.19,-0.18,0.16,0.4,0.2,0.38,0.11,0.07,0.07,0.12,-0.24,-0.29,0.09,0.05,0.29,-0.08,0.18,-0.02,0.07,0.18,0.05,5.6,-0.55,-0.21,0.23,0.13,0.3,0.14,0.09,0.24,0.06,0.06,0.41,0,0.33,-0.02,0.05,0.03,0.25,0,-0.05,0.11,0.61,0.52,-0.22,0.1,-0.02,-0.07,0.19,0.34,0.08,0.02,-0.08,0.03,5.63,1.12,0.46,0.01,0.84,0.8,-0.04,-0.36,-0.04,0.07,0,-0.05,0.08,0.05,0.01,0,0.02
2021-04-01,0.26,0.13,-0.18,-1.15,0.17,0.58,5.62,1.23,0.39,0.19,0.52,0.94,1.68,0.12,0.14,-1.03,2.17,4.48,-0.45,0.68,1.94,0.08,0.12,-0.08,0.25,0.22,0.24,0.01,0.12,2.06,0.16,0.14,0.15,0.32,0.38,0.13,0.11,-0.01,-0.14,-0.03,-0.01,0.3,-0.35,0.1,1.26,-0.05,0.31,0.01,0.16,-0.05,0.06,6.4,0.28,-0.02,0.69,-0.12,-0.14,0.08,0.31,-0.05,-0.03,-0.08,1.06,0.13,-0.94,0.08,0.01,0.04,0.39,-0.02,0.02,-0.18,0.07,-0.26,0.36,-0.28,0.3,-0.03,-0.12,0.67,-0.08,-0.08,-0.11,0.01,6.2,1.24,0.27,0.02,0.76,0.93,0.17,0.12,0.05,0.15,0,0.06,0.12,0.06,0.04,0.03,-0.11
2021-07-01,0.6,0.11,-0.75,-1.14,0.41,-0.3,3.18,0.95,0.39,-0.41,0.01,0.48,1.78,-0.01,0.61,-1.37,1.43,3.12,-1.67,0.22,0.53,0.43,0.46,0,0.29,0.09,0.05,0.01,0.25,0.78,0.01,0.12,-0.22,0.31,0.19,-0.33,0.12,-0.02,0.01,0,-0.2,-0.05,0.24,-0.06,0.31,-0.01,0.09,0,0.47,0.02,0.14,3.5,0.27,0.17,0.42,0.14,0.2,-0.08,-0.04,0.1,0.01,0.02,0.86,0.21,-0.86,-0.04,-0.02,0.03,0.33,-0.02,0.03,0.03,0.46,-0.24,0.17,-0.06,0.08,0.02,0.2,-0.03,0.01,-0.02,-0.05,0,2.89,1.36,0.06,-0.01,0.88,1,0.12,-0.08,-0.02,0.07,0,0.12,-0.02,0.04,0.03,0.04,0
2021-10-01,-0.01,-0.03,0.49,0.32,0.39,1.05,6.4,1.98,0.53,-0.45,1.49,0.88,1.74,-0.05,0.04,1.17,2.86,2.37,2.22,0.02,-0.05,0.42,0.48,0.09,0.21,0.35,0.08,0.01,0.15,0.1,0.17,0.52,0.12,0.23,0.34,0.63,0.06,0,0.15,0.09,-0.31,0.53,0.2,0.02,-0.07,0,0.01,-0.01,0.01,-0.13,0.09,7.4,0.47,0.04,0.5,0.4,0,0.15,0.34,-0.08,0.04,0.13,0.69,0.28,-0.13,0.23,-0.01,0.03,0.86,0.04,0.04,-0.19,0.89,0.56,0.01,-0.04,-0.04,-0.04,0.07,0.14,-0.01,0.03,-0.15,0.01,7.45,0.92,0.09,0.04,1.39,1.45,0.06,0.43,0.04,0.07,0,0.06,0.1,-0.02,0.05,0.05,0
2022-01-01,0.22,-0.23,-0.03,-1.13,-0.09,-0.97,-0.26,0.12,0.54,0.23,-0.61,-0.19,0.76,0.05,0.17,-1.48,-0.07,1.29,-2.45,-0.24,-0.26,0.38,0.37,-0.11,0.08,0.27,-0.04,-0.01,0.11,-0.14,-0.18,-0.01,0,0.19,0.16,-0.08,0.07,-0.02,-0.1,-0.09,-0.49,-0.8,0.03,-0.09,-0.01,-0.02,-0.16,0,0.06,0.01,0.1,-1,0.47,-0.06,0.63,0.1,0.05,-0.23,0.16,-0.48,-0.02,-0.03,-0.01,-0.1,-0.3,0.22,0,0.02,-0.53,-0.04,0.08,-0.52,0.21,-0.75,0.15,0.12,-0.03,0.01,0.15,-0.46,-0.02,-0.07,0.21,-0.03,-1.23,0.23,-0.07,0.03,0.84,0.92,0.07,-0.24,0.18,0.06,0,0.04,-0.32,0,0,-0.03,-0.07
2022-04-01,0.13,-0.23,-0.4,0.24,0.07,-1.57,1.67,0.07,0.21,-0.68,-0.53,0.27,0.67,-0.19,0.32,-0.32,0.34,1.65,-1.89,0.14,0.39,-0.02,-0.02,-0.09,0.23,0.03,0.11,0.01,0.32,0.71,-0.09,-0.23,-0.02,0.08,0.15,0.08,0.06,-0.02,-0.02,-0.06,-0.65,-0.55,-0.17,-0.15,0.25,-0.03,-0.19,-0.02,0.11,-0.24,0.21,0.3,0.15,0.02,0.56,0.07,0.01,-0.03,0.33,-0.27,-0.06,-0.01,0.27,0.08,0.03,0.19,-0.07,0.02,-0.6,0.02,0.06,-0.23,0.08,0.6,0.07,0.01,-0.05,-0.04,0.21,-0.14,0.04,-0.01,0.05,-0.03,0.11,0.36,0.13,0.02,0.64,0.61,-0.03,0.23,0.04,0.02,-0.01,0.03,-0.27,0.02,0.01,0,0.01
2022-07-01,0.08,-0.34,0.36,0.61,0.15,-0.2,2.85,0.1,0.48,-0.75,-0.01,0.41,0.85,-0.07,0.16,0.78,0.51,1.56,0.58,0.15,0.1,0.23,0.19,0,0.14,0.27,0.03,0,0.13,0.23,-0.01,0.01,-0.08,0.06,0.39,-0.18,0.06,-0.04,-0.08,-0.02,-0.78,-0.3,0,-0.03,-0.04,0.02,-0.17,-0.04,0.27,-0.17,-0.11,2.7,0.41,0.13,0.31,0.3,-0.08,-0.06,0.14,0.56,0,0,0.53,-0.01,0.11,-0.05,-0.02,0.05,0.18,-0.06,0,0.49,0.06,0.7,0.01,0.09,0.04,-0.08,0.1,0.36,-0.01,-0.11,0.09,0,2.65,0.52,0.04,-0.01,0.37,0.4,0.04,0.35,0,0.08,-0.01,0.04,-0.06,-0.01,-0.04,-0.04,0.09
2022-10-01,0.25,0.13,0.31,1.13,0.03,1.06,2.07,-0.63,0.21,0.01,0.16,0.38,0.65,0.04,0.21,1.6,-0.25,0.72,2.66,-0.01,-0.16,0.1,0.1,0.07,-0.02,0.18,0.03,0.01,0.05,-0.11,-0.02,0.49,-0.05,0.18,0.08,0.13,0.02,-0.01,-0.03,0.04,-0.63,-0.95,0.17,-0.1,-0.15,0.03,-0.1,-0.03,0.3,-0.04,0.01,3.4,0.19,-0.03,0.1,-0.18,-0.03,0,0.08,0.82,-0.02,-0.04,0.33,-0.05,0.63,-0.03,-0.01,0.05,0.03,-0.02,0,0.8,0.21,0.64,-0.02,0.11,0.14,-0.02,0.02,-0.54,0.01,-0.05,0.17,-0.01,3.14,0.48,0.36,0,0.31,0.32,0.01,-0.03,0.05,0.03,-0.01,0.06,0.08,-0.16,0,-0.05,0.04
2023-01-01,0.38,0.07,-0.16,0.69,0.05,-0.41,2.85,0.75,0.73,0.07,-1.03,0.49,0,0.07,0.31,0.65,1.24,0.96,0.24,0.19,0.41,-0.08,-0.09,0.07,0.04,0.67,-0.04,-0.01,0.02,0.43,0.17,-0.32,-0.01,0.04,0.19,-0.18,0,0,-0.01,0.04,0.61,0.39,-0.1,0,0.22,0.03,0,-0.02,0.46,-0.01,-0.15,2.8,0.73,0.05,0.09,-0.11,-0.02,-0.06,-0.07,0.48,0.04,-0.01,0.14,-0.02,0.47,-0.07,0.01,0.08,-0.85,-0.04,0.01,0.43,0.17,0.23,-0.19,0.01,0,0.02,0.06,-0.38,0.01,-0.03,0.07,-0.03,2.44,0.16,0.15,-0.01,0.26,0.36,0.1,-0.1,0,0.01,0,0.07,0.07,-0.18,0,0.04,-0.02
