date,RXI$US_N.B.AL,RXI$US_N.B.EU,RXI$US_N.B.NZ,RXI$US_N.B.UK,RXI_N.B.BZ,RXI_N.B.CA,RXI_N.B.CH,RXI_N.B.DN,RXI_N.B.HK,RXI_N.B.IN,RXI_N.B.JA,RXI_N.B.KO,RXI_N.B.MA,RXI_N.B.MX,RXI_N.B.NO,RXI_N.B.SD,RXI_N.B.SF,RXI_N.B.SI,RXI_N.B.SL,RXI_N.B.SZ,RXI_N.B.TA,RXI_N.B.TH,RXI_N.B.VES
2020-09-02,0.7319,1.184,0.6757,1.3315,5.355,1.3061,6.8375,6.2849,7.7501,73.27,106.15,1189.98,4.1429,21.832,8.8481,8.731,16.8325,1.3629,185.2,0.9107,29.36,31.3,328729.4151
2020-09-03,0.7272,1.1832,0.6707,1.3263,5.3078,1.3131,6.8474,6.2884,7.7501,73.39,106.14,1188.04,4.145,21.663,8.9253,8.7494,16.7775,1.3655,185.3,0.9104,29.35,31.43,334183.5064
2020-09-04,0.7264,1.182,0.6702,1.323,5.2873,1.3095,6.8409,6.295,7.7504,73.29,106.34,1190.6,4.1454,21.595,8.95,8.7642,16.6025,1.3667,185.05,0.9147,29.32,31.41,337931.1097
2020-09-07,,,,,,,,,,,,,,,,,,,,,,,
2020-09-08,0.723,1.1789,0.6632,1.3039,5.351,1.3194,6.8435,6.3119,7.7503,73.78,105.97,1188.69,4.1655,21.732,9.0929,8.8122,16.9525,1.3692,184.25,0.9166,29.25,31.43,354853.9533
2020-09-09,0.7275,1.181,0.6678,1.3011,5.2849,1.3163,6.8308,6.2997,7.7503,73.38,106.23,1185.12,4.17,21.52,9.0271,8.7628,16.64,1.3671,184.35,0.9131,29.29,31.27,357958.2398
2020-09-10,0.7287,1.188,0.6667,1.2846,5.3023,1.3162,6.8335,6.2633,7.75,73.43,106.19,1184.41,4.162,21.285,8.9975,8.7364,16.87,1.3667,184.7,0.9077,29.27,31.31,359613.0626
2020-09-11,0.7277,1.1831,0.6667,1.2788,5.304,1.3183,6.833,6.2879,7.7502,73.45,106.17,1186.55,4.1494,21.327,9.0548,8.7848,16.74,1.3678,184.45,0.9092,29.3,31.26,359953.1067
2020-09-14,0.7299,1.1874,0.6712,1.2876,5.2892,1.3172,6.808,6.2656,7.7499,73.42,105.68,1181.27,4.143,21.123,9.0191,8.7657,16.6775,1.3632,184.2,0.9071,29.23,31.27,362257.0637
2020-09-15,0.7296,1.1846,0.6714,1.2866,5.2852,1.3199,6.7819,6.2804,7.7499,73.57,105.5,1179.99,4.129,21.055,9.04,8.7882,16.42,1.3614,184.3,0.9085,29.23,31.21,362257.0625
2020-09-16,0.7336,1.1835,0.6755,1.298,5.241,1.3164,6.7529,6.2855,7.75,73.54,104.94,1176.0,4.129,21.05,9.0109,8.7894,16.305,1.3573,184.9,0.908,29.21,31.06,365012.2493
2020-09-17,0.7289,1.1823,0.6728,1.2955,5.2584,1.3204,6.7628,6.2923,7.75,73.6,104.77,1174.25,4.137,20.993,9.0901,8.807,16.245,1.3587,185.0,0.9098,29.14,31.17,365311.1883
2020-09-18,0.7311,1.1857,0.6778,1.295,5.3056,1.3179,6.7675,6.2753,7.7499,73.54,104.44,1163.2,4.112,20.949,9.062,8.7539,16.2225,1.3572,185.45,0.9096,29.02,31.09,368403.1587
2020-09-21,0.7212,1.1737,0.6663,1.2794,5.4397,1.3299,6.8043,6.3385,7.75,73.58,104.69,1166.75,4.1199,21.516,9.2999,8.8829,16.8625,1.3635,185.47,0.9163,28.99,31.37,373300.6607
2020-09-22,0.7173,1.1703,0.6636,1.2726,5.47,1.3313,6.7779,6.3593,7.7501,73.5,105.05,1164.83,4.132,21.585,9.3559,8.9081,16.7525,1.366,185.3,0.92,29.05,31.4,374373.9223
2020-09-23,0.7093,1.1677,0.6567,1.275,5.549,1.3373,6.8089,6.3742,7.7499,73.53,105.34,1164.56,4.1532,22.116,9.4414,8.981,17.0,1.3707,184.8,0.9233,29.15,31.57,385900.9695
2020-09-24,0.7046,1.1666,0.6542,1.2739,5.5308,1.337,6.8273,6.3806,7.7499,73.9,105.42,1170.49,4.169,22.28,9.534,9.1146,16.96,1.3757,185.1,0.9264,29.31,31.6,391148.1834
2020-09-25,0.7012,1.1618,0.6541,1.2706,5.5644,1.3409,6.822,6.4094,7.75,73.71,105.59,1172.71,4.1699,22.451,9.5938,9.1347,17.1875,1.3786,185.2,0.9291,29.25,31.64,398398.0468
2020-09-28,0.7067,1.166,0.6553,1.2865,5.6155,1.3377,6.8106,6.3858,7.75,73.79,105.5,1168.08,4.173,22.507,9.4839,9.0615,17.095,1.3727,185.17,0.9247,29.08,31.64,413343.1039
2020-09-29,0.7109,1.1717,0.6582,1.2847,5.6679,1.3411,6.815,6.3545,7.75,73.78,105.68,1169.67,4.1564,22.466,9.4636,9.0009,16.9475,1.3698,185.1,0.9215,29.03,31.64,420140.8858
2020-09-30,0.716,1.1723,0.6608,1.2921,5.6326,1.3323,6.7896,6.3506,7.75,73.54,105.58,1165.97,4.1583,22.091,9.3666,8.9627,16.6925,1.3654,184.9,0.9188,28.95,31.57,429593.4893
2020-10-01,0.7189,1.1752,0.6649,1.2901,5.6463,1.3289,6.7898,6.3335,7.7501,73.18,105.53,1163.05,4.147,21.976,9.3095,8.9197,16.65,1.3627,184.8,0.9179,28.86,31.56,435585.7557
2020-10-02,0.7147,1.1706,0.6622,1.2928,5.6822,1.332,6.7898,6.3565,7.7501,73.35,105.36,1166.08,4.1598,21.72,9.3346,8.9317,16.4725,1.3643,184.4,0.9204,28.91,31.56,435961.1096
2020-10-05,0.7181,1.1784,0.6641,1.2972,5.6173,1.3269,6.7896,6.3136,7.75,73.09,105.7,1157.77,4.15,21.4301,9.2312,8.8936,16.5825,1.3606,184.65,0.9153,28.75,31.29,437421.3077
2020-10-06,0.7149,1.1778,0.6633,1.2945,5.5402,1.3275,6.7896,6.3173,7.75,73.4,105.64,1162.0,4.152,21.521,9.2845,8.9171,16.575,1.36,184.55,0.9153,28.79,31.19,436675.7913
2020-10-07,0.714,1.1766,0.6593,1.2914,5.6125,1.3283,6.7896,6.3246,7.75,73.28,105.97,1158.41,4.1546,21.533,9.3064,8.8934,16.7075,1.3589,184.4,0.9168,28.66,31.22,436675.7813
2020-10-08,0.7158,1.1753,0.6576,1.2944,5.5948,1.3222,6.7896,6.3322,7.75,73.33,105.98,1152.44,4.1508,21.416,9.2768,8.872,16.5875,1.3586,184.15,0.9176,28.65,31.21,440584.1808
2020-10-09,0.7237,1.1819,0.6666,1.3003,5.522,1.312,6.6933,6.2966,7.75,72.98,105.72,1143.46,4.1325,21.153,9.1531,8.7918,16.4075,1.3529,184.2,0.9103,28.62,31.02,448979.22
2020-10-12,,,,,,,,,,,,,,,,,,,,,,,
2020-10-13,0.7165,1.1737,0.6648,1.2968,5.5944,1.3138,6.7452,6.3405,7.7498,73.45,105.55,1147.4,4.1395,21.392,9.2129,8.8146,16.49,1.3599,184.35,0.9147,28.74,31.24,451175.3438
2020-10-14,0.7169,1.1755,0.6668,1.3023,5.5804,1.3147,6.7136,6.3319,7.7499,73.24,105.08,1146.58,4.1481,21.346,9.2179,8.823,16.5125,1.3567,184.65,0.9127,28.76,31.1,451760.6227
2020-10-15,0.7079,1.1701,0.6587,1.2917,5.616,1.3243,6.7233,6.361,7.7499,73.48,105.38,1143.03,4.1504,21.394,9.3691,8.8685,16.6775,1.3612,184.5,0.9143,28.77,31.22,449592.7581
2020-10-16,0.7083,1.1717,0.6608,1.2931,5.6228,1.3194,6.6962,6.3518,7.75,73.42,105.41,1146.82,4.1496,21.174,9.358,8.837,16.5375,1.3587,184.2,0.9153,28.75,31.16,449727.0067
2020-10-19,0.709,1.1788,0.6631,1.2998,5.578,1.3155,6.6803,6.3127,7.7499,73.31,105.42,1141.76,4.1415,21.1369,9.3002,8.8054,16.465,1.3568,184.35,0.9092,28.73,31.2,451712.0402
2020-10-20,0.7057,1.1824,0.6586,1.2951,5.5773,1.312,6.6754,6.2946,7.7499,73.47,105.56,1138.65,4.15,21.065,9.2666,8.747,16.4525,1.3562,184.5,0.9071,28.7,31.26,454168.2737
2020-10-21,0.712,1.187,0.6665,1.3143,5.6084,1.313,6.6503,6.2695,7.7499,73.62,104.58,1132.11,4.143,21.0896,9.2033,8.7195,16.2875,1.3539,184.25,0.9042,28.67,31.19,455778.0268
2020-10-22,0.7109,1.1824,0.6675,1.309,5.5843,1.3132,6.6821,6.2929,7.75,73.65,104.88,1135.26,4.143,21.026,9.2425,8.7794,16.22,1.3564,184.35,0.9074,28.68,31.31,456099.0137
2020-10-23,0.7118,1.1844,0.6677,1.3039,5.6135,1.3147,6.6861,6.2826,7.7498,73.86,104.78,1129.77,4.1554,20.8961,9.2637,8.7688,16.2,1.3584,184.3,0.9055,28.65,31.31,458804.5043
2020-10-26,0.712,1.1816,0.6682,1.3021,5.6141,1.3214,6.7119,6.2969,7.75,73.93,104.86,1127.77,4.1634,20.958,9.2479,8.7517,16.1725,1.3612,184.3,0.9073,28.62,31.27,461259.9313
2020-10-27,0.7143,1.1834,0.6718,1.3067,5.6484,1.3156,6.7044,6.2874,7.75,73.62,104.44,1127.9,4.1649,20.867,9.1346,8.7022,16.1,1.3586,184.3,0.9066,28.56,31.2,463130.7541
2020-10-28,0.7067,1.1751,0.666,1.2997,5.7406,1.3321,6.7279,6.3356,7.75,74.19,104.33,1133.76,4.152,21.152,9.3456,8.8458,16.33,1.3633,184.3,0.9097,28.57,31.26,470010.8327
2020-10-29,0.7006,1.1658,0.6601,1.289,5.779,1.3365,6.714,6.3876,7.7532,74.42,104.69,1131.12,4.152,21.367,9.5865,8.9427,16.4175,1.368,184.25,0.9171,28.59,31.25,486996.4576
2020-10-30,0.7023,1.1647,0.661,1.2933,5.7588,1.3332,6.6919,6.3914,7.7548,74.59,104.54,1133.99,4.151,21.276,9.5617,8.9009,16.25,1.3654,184.16,0.9165,28.57,31.17,505275.4269
2020-11-02,0.7045,1.1634,0.6627,1.2904,5.7425,1.3255,6.6899,6.4004,7.7505,74.51,104.8,1134.62,4.1552,21.457,9.5665,8.9179,16.225,1.3655,184.45,0.92,28.55,31.13,517784.7074
2020-11-03,0.7159,1.1724,0.6705,1.305,5.7328,1.3132,6.6759,6.3519,7.7505,74.61,104.5,1134.3,4.1529,21.156,9.3807,8.8377,16.025,1.3599,184.3,0.9126,28.61,31.02,514629.4626
2020-11-04,0.7192,1.173,0.6701,1.3021,5.654,1.3113,6.6504,6.3475,7.7552,74.36,104.39,1137.37,4.1631,20.936,9.2933,8.7718,15.855,1.3576,184.28,0.9107,28.6,31.0,515938.4958
2020-11-05,0.7265,1.1809,0.6761,1.3116,5.5682,1.3045,6.6027,6.3069,7.7548,73.93,103.67,1122.96,4.143,20.834,9.1882,8.7167,15.8,1.3515,184.45,0.9063,28.54,30.79,516991.2034
2020-11-06,0.7268,1.1886,0.6783,1.3162,5.4577,1.3029,6.608,6.2691,7.7532,73.96,103.32,1121.0,4.1271,20.63,9.1552,8.6339,15.6525,1.3471,184.45,0.8986,28.59,30.57,526161.5987
2020-11-09,0.7275,1.1811,0.6807,1.3137,5.3696,1.2978,6.628,6.304,7.7538,74.03,105.58,1113.14,4.107,20.4,9.0415,8.6335,15.3975,1.3484,184.45,0.9127,28.58,30.58,534007.6123
2020-11-10,0.7273,1.181,0.6818,1.3234,5.3715,1.2998,6.6146,6.3029,7.7532,74.31,105.36,1117.63,4.118,20.433,9.0318,8.6152,15.625,1.3484,184.5,0.9136,28.55,30.37,534379.9535
2020-11-11,,,,,,,,,,,,,,,,,,,,,,,
2020-11-12,0.7267,1.1814,0.6875,1.3142,5.4141,1.3107,6.6114,6.3023,7.7543,74.63,105.16,1112.95,4.1283,20.517,9.1156,8.6229,15.5725,1.3478,184.55,0.9136,28.5,30.21,570193.1035
2020-11-13,0.7256,1.1824,0.6839,1.3176,5.5006,1.3164,6.6039,6.298,7.7532,74.56,104.61,1109.47,4.12,20.45,9.1685,8.6947,15.555,1.3479,184.6,0.9133,28.51,30.18,605957.1339
2020-11-16,0.7323,1.1844,0.6899,1.3197,5.3999,1.3072,6.583,6.2875,7.7524,74.41,104.54,1106.88,4.1145,20.302,9.0702,8.6326,15.3175,1.3454,185.01,0.9121,28.52,30.19,644707.0744
2020-11-17,0.7298,1.1862,0.6889,1.3247,5.3401,1.3107,6.5556,6.2789,7.7522,74.42,104.2,1105.33,4.102,20.306,9.0661,8.6281,15.415,1.3427,185.1,0.9109,28.53,30.19,665046.4226
2020-11-18,0.7325,1.1869,0.6938,1.3299,5.3069,1.3049,6.5588,6.2772,7.7524,74.1,103.72,1105.72,4.085,20.246,8.9914,8.5813,15.425,1.3409,184.65,0.9096,28.5,30.28,669297.9913
2020-11-19,0.7265,1.1843,0.69,1.3225,5.3149,1.3083,6.5823,6.2919,7.753,74.16,103.85,1114.93,4.0965,20.183,9.0294,8.6288,15.455,1.3452,184.9,0.9119,28.52,30.38,679453.0501
2020-11-20,0.7315,1.1857,0.6949,1.3294,5.3671,1.3075,6.5608,6.2817,7.7525,74.12,103.81,1114.48,4.09,20.083,9.0056,8.6171,15.2925,1.3434,185.0,0.9118,28.52,30.25,708924.7673
2020-11-23,0.7279,1.1826,0.6912,1.33,5.436,1.3097,6.585,6.2948,7.7515,74.21,104.42,1115.42,4.09,20.109,9.0577,8.6496,15.42,1.3448,185.2,0.9131,28.52,30.36,780070.101
2020-11-24,0.7351,1.1874,0.6973,1.335,5.391,1.3027,6.59,6.2672,7.7512,74.08,104.61,1110.93,4.085,20.012,8.9184,8.5678,15.2175,1.3424,185.54,0.9121,28.5,30.33,709813.125
2020-11-25,0.736,1.1908,0.7007,1.3378,5.3224,1.2994,6.575,6.2506,7.7508,73.75,104.39,1106.84,4.0863,20.015,8.8408,8.5169,15.2175,1.3402,185.6,0.909,28.48,30.3,915445.172
2020-11-26,,,,,,,,,,,,,,,,,,,,,,,
2020-11-27,,,,,,,,,,,,,,,,,,,,,,,
2020-11-30,0.7351,1.1948,0.7017,1.3338,5.3785,1.2982,6.576,6.2294,7.7522,74.01,104.38,1105.79,4.073,20.15,8.8781,8.5576,15.4325,1.3402,185.54,0.906,28.55,30.28,1033297.31
2020-12-01,0.7355,1.2039,0.7057,1.3392,5.263,1.2958,6.5705,6.1845,7.7519,73.51,104.4,1107.33,4.0771,20.047,8.8296,8.5082,15.27,1.3383,185.9,0.9005,28.54,30.27,1048184.946
2020-12-02,0.7395,1.2093,0.7058,1.3348,5.2384,1.2934,6.5622,6.1553,7.7518,73.72,104.52,1100.15,4.0745,20.047,8.8197,8.4986,15.325,1.3383,185.89,0.8961,28.49,30.21,1037323.795
2020-12-03,0.7444,1.2152,0.7083,1.3496,5.1243,1.2875,6.5418,6.1255,7.7511,73.8,103.77,1096.28,4.071,19.887,8.7585,8.4415,15.1675,1.333,185.94,0.8906,28.39,30.17,1007878.139
2020-12-04,0.7438,1.2142,0.7046,1.3485,5.161,1.2797,6.5301,6.13,7.7505,73.78,104.16,1081.85,4.0591,19.744,8.7883,8.4494,15.17,1.3331,185.5,0.8908,28.21,30.16,1026479.291
2020-12-07,0.7449,1.2138,0.7059,1.3353,5.0713,1.2796,6.5295,6.1323,7.7505,73.83,104.01,1082.22,4.0703,19.81,8.733,8.3864,15.125,1.3352,186.3,0.8892,28.25,30.16,1083425.363
2020-12-08,0.7414,1.2111,0.7046,1.3358,5.0824,1.2808,6.5307,6.1455,7.7511,73.68,104.14,1085.4,4.071,19.715,8.7644,8.472,15.0275,1.3378,186.1,0.8886,28.24,30.02,1081584.551
2020-12-09,0.7451,1.208,0.7041,1.3392,5.1504,1.2791,6.541,6.1612,7.7519,73.71,104.28,1083.78,4.063,19.852,8.8281,8.4914,14.95,1.337,185.52,0.8901,28.19,30.05,1078600.284
2020-12-10,0.752,1.2118,0.7076,1.3293,5.0699,1.2727,6.5419,6.1431,7.7507,73.72,104.3,1086.83,4.06,19.987,8.7745,8.4499,15.04,1.3368,185.8,0.8878,28.23,30.06,1077223.399
2020-12-11,0.7532,1.2112,0.7085,1.3197,5.0538,1.2767,6.5445,6.1439,7.7508,73.73,103.88,1091.23,4.05,20.093,8.8235,8.4717,15.1275,1.3371,186.35,0.8902,28.17,30.09,1081640.04
2020-12-14,0.7537,1.2145,0.708,1.3324,5.1103,1.2787,6.548,6.1277,7.7517,73.64,104.06,1093.19,4.0539,20.218,8.7463,8.4133,15.045,1.3348,186.67,0.8872,28.14,30.09,1100685.076
2020-12-15,0.7555,1.2158,0.7088,1.3434,5.1105,1.273,6.5388,6.121,7.7512,73.56,103.69,1092.22,4.052,20.083,8.7221,8.3759,14.885,1.3327,186.91,0.8859,28.12,30.04,1082995.4375
2020-12-16,0.7565,1.2175,0.7079,1.3503,5.1282,1.2755,6.5323,6.1116,7.7518,73.65,103.59,1093.71,4.054,19.95,8.6896,8.3645,14.8375,1.3299,186.9,0.8861,28.15,30.01,1084806.714
2020-12-17,0.762,1.2258,0.7149,1.3609,5.0591,1.2715,6.5321,6.0694,7.7519,73.53,103.13,1092.96,4.033,19.788,8.5731,8.2689,14.665,1.3256,186.83,0.8841,28.13,29.79,1072753.559
2020-12-18,0.7615,1.2236,0.7124,1.3497,5.081,1.2776,6.5395,6.0798,7.752,73.53,103.35,1099.37,4.038,19.9813,8.5959,8.2786,14.53,1.3287,187.0,0.885,28.14,29.84,1047905.008
2020-12-21,0.7575,1.223,0.7088,1.3354,5.128,1.2836,6.5493,6.0835,7.7524,74.03,103.44,1107.03,4.049,20.04,8.653,8.2576,14.5675,1.3323,187.6,0.8859,28.16,30.14,1059724.526
2020-12-22,0.7531,1.2172,0.7041,1.3349,5.1593,1.2918,6.5426,6.1114,7.7526,73.85,103.62,1107.12,4.06,20.054,8.7197,8.3303,14.6525,1.3358,189.0,0.8889,28.18,30.21,1066686.929
2020-12-23,0.7587,1.2194,0.71,1.351,5.2087,1.2841,6.54,6.0989,7.7529,73.77,103.52,1106.92,4.062,20.08,8.6307,8.2841,14.5775,1.3319,190.0,0.8882,28.14,30.21,1060806.242
2020-12-24,,,,,,,,,,,,,,,,,,,,,,,
2020-12-25,,,,,,,,,,,,,,,,,,,,,,,
2020-12-28,0.7568,1.2213,0.7093,1.3447,5.3016,1.2871,6.5346,6.0881,7.7536,73.5,103.84,1096.67,4.0472,20.061,8.6671,8.2854,14.62,1.3307,187.5,0.8898,28.11,30.16,1062135.5625
2020-12-29,0.7623,1.2252,0.7162,1.3512,5.1679,1.2794,6.53,6.0694,7.7539,73.33,103.5,1092.55,4.0481,19.905,8.6017,8.1906,14.68,1.327,187.58,0.8838,28.1,30.04,1034039.44
2020-12-30,0.7682,1.228,0.7207,1.3605,5.176,1.2764,6.5208,6.0581,7.7521,73.13,103.31,1086.62,4.0349,19.934,8.5536,8.1972,14.605,1.3236,185.0,0.8832,28.1,29.95,1086335.428
2020-12-31,0.7709,1.223,0.7194,1.3662,5.1935,1.2753,6.525,6.0839,7.7534,73.01,103.19,1086.11,4.0178,19.892,8.5757,8.2095,14.65,1.3214,185.0,0.8841,28.08,30.02,1104430.587
2021-01-01,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,0.7657,1.2254,0.7164,1.3551,5.2466,1.2781,6.4601,6.0712,7.7537,73.08,103.19,1081.62,4.0045,19.938,8.566,8.2486,14.74,1.3211,184.97,0.8811,28.08,29.92,1087696.75
2021-01-05,0.7752,1.2295,0.7242,1.362,5.3035,1.27,6.455,6.0497,7.7533,73.15,102.7,1087.42,4.015,19.92,8.4901,8.1856,15.0,1.3178,186.94,0.8784,27.99,29.92,1111982.17
2021-01-06,0.7787,1.229,0.7281,1.3593,5.3368,1.2685,6.4617,6.0526,7.7532,73.15,103.25,1085.71,4.008,19.713,8.4206,8.1855,15.11,1.3197,187.62,0.881,28.0,29.93,1172055.133
2021-01-07,0.7755,1.2265,0.7249,1.3551,5.4024,1.272,6.476,6.0641,7.7534,73.43,103.84,1086.78,4.0353,19.928,8.4384,8.1992,15.4075,1.3257,187.83,0.8841,28.02,30.07,1228128.098
2021-01-08,0.7778,1.2252,0.7252,1.3583,5.3855,1.2698,6.475,6.0697,7.7555,73.31,103.89,1089.48,4.03,19.941,8.4074,8.2085,15.24,1.3235,186.57,0.8843,27.98,30.09,1314365.428
2021-01-11,0.7714,1.2169,0.7187,1.3522,5.4809,1.2768,6.4795,6.1118,7.7554,73.5,104.16,1097.39,4.05,20.076,8.5192,8.281,15.4863,1.3293,186.57,0.8897,28.0,30.14,1464570.55
2021-01-12,0.7732,1.2168,0.7187,1.3637,5.4166,1.2745,6.461,6.114,7.7549,73.26,104.09,1099.57,4.054,19.927,8.5085,8.2864,15.3425,1.327,189.0,0.8892,28.0,30.12,1316012.5
2021-01-13,0.774,1.2159,0.7188,1.3631,5.2938,1.271,6.4677,6.1179,7.7538,73.07,103.91,1098.31,4.041,19.788,8.4851,8.3373,15.245,1.3262,189.0,0.8874,28.01,30.02,1500988.35
2021-01-14,0.779,1.2156,0.7226,1.369,5.2304,1.2633,6.4736,6.1196,7.7543,73.11,103.66,1098.37,4.0349,19.723,8.4594,8.309,15.1,1.324,189.0,0.887,28.01,29.97,1491828.65
2021-01-15,0.7723,1.2099,0.7159,1.3599,5.2589,1.2709,6.48,6.1469,7.7537,73.08,103.8,1099.39,4.0355,19.747,8.537,8.3715,15.165,1.3287,192.5,0.8894,28.02,30.07,1496565.185
2021-01-18,,,,,,,,,,,,,,,,,,,,,,,
2021-01-19,0.7703,1.2126,0.7116,1.3627,5.333,1.2721,6.4777,6.1352,7.7522,73.2,103.86,1102.14,4.05,19.6642,8.5326,8.348,14.945,1.3287,193.0,0.8888,28.02,29.99,1498440.5625
2021-01-20,,,,,,,,,,,,,,,,,,,,,,,
2021-01-21,0.7754,1.2143,0.719,1.3721,5.3753,1.2634,6.4595,6.1262,7.7517,72.96,103.57,1097.91,4.0287,19.727,8.4321,8.2948,14.8925,1.3236,195.57,0.887,27.97,29.93,1557478.67
2021-01-22,0.7728,1.2179,0.7188,1.3685,5.4518,1.2711,6.481,6.1081,7.7519,72.98,103.76,1105.5,4.0419,19.925,8.482,8.282,15.0625,1.3271,196.42,0.8853,27.96,29.99,1647644.92
2021-01-25,0.7703,1.2138,0.7192,1.3668,5.4665,1.2747,6.4784,6.1289,7.7517,73.01,103.78,1101.02,4.0422,20.14,8.5568,8.3046,15.215,1.3282,197.02,0.8882,27.99,29.99,1734414.09
2021-01-26,0.7737,1.2147,0.723,1.3729,5.3682,1.2711,6.4635,6.1234,7.7523,72.9,103.69,1103.26,4.046,20.08,8.5518,8.3025,15.105,1.3255,195.0,0.888,28.02,29.95,1727725.87
2021-01-27,0.768,1.2101,0.7179,1.3688,5.4139,1.2782,6.4822,6.1459,7.7518,73.05,104.09,1104.09,4.044,20.22,8.6341,8.3511,15.205,1.3285,193.11,0.889,28.0,30.0,1782223.53
2021-01-28,0.7674,1.2122,0.7173,1.3727,5.3992,1.2812,6.4491,6.1346,7.7531,72.91,104.31,1111.95,4.044,20.23,8.606,8.3301,15.0825,1.3289,193.11,0.8887,28.03,29.96,1819151.785
2021-01-29,0.7661,1.2135,0.72,1.3723,5.4479,1.2776,6.4282,6.1286,7.7531,72.84,104.64,1118.35,4.0384,20.255,8.5454,8.3357,15.1375,1.3279,190.5,0.8905,28.01,29.89,1819068.251
2021-02-01,0.7625,1.207,0.7164,1.3672,5.4746,1.2826,6.4669,6.1612,7.7527,73.11,104.97,1116.48,4.0384,20.356,8.5903,8.4259,15.03,1.3326,193.5,0.8965,27.99,30.0,1816980.84
2021-02-02,0.7586,1.202,0.7153,1.3644,5.3704,1.2815,6.457,6.1876,7.7515,72.95,105.09,1115.88,4.043,20.151,8.623,8.4232,14.97,1.3331,193.5,0.8987,27.96,30.01,1800747.5
2021-02-03,0.7622,1.2025,0.7199,1.3652,5.3624,1.2765,6.4614,6.1856,7.7516,72.84,105.05,1114.47,4.0484,20.217,8.5885,8.408,14.93,1.333,194.86,0.8993,27.94,30.0,1785731.83
2021-02-04,0.7599,1.1974,0.716,1.3665,5.4236,1.283,6.4715,6.2096,7.7524,72.93,105.43,1120.02,4.057,20.457,8.6384,8.4602,15.05,1.337,194.86,0.9031,27.98,30.09,1785450.4
2021-02-05,0.7656,1.2035,0.7193,1.3714,5.3522,1.2781,6.4664,6.1785,7.7524,72.85,105.44,1123.7,4.0715,20.13,8.5428,8.3861,14.8825,1.3349,194.01,0.8996,27.95,30.04,1823834.49
2021-02-08,0.7702,1.2045,0.7223,1.3738,5.3153,1.2755,6.4475,6.173,7.7525,72.9,105.19,1119.22,4.0646,20.112,8.5119,8.3896,14.8675,1.3329,194.5,0.8986,27.99,29.98,1832829.9
2021-02-09,0.7724,1.2106,0.7231,1.3796,5.4261,1.2713,6.4344,6.1433,7.7516,72.83,104.62,1116.42,4.0458,20.097,8.4687,8.3405,14.76,1.3272,195.0,0.893,27.97,29.92,1807931.77
2021-02-10,0.7735,1.2132,0.722,1.385,5.3601,1.2678,6.4576,6.13,7.7522,72.82,104.67,1106.9,4.042,20.05,8.4441,8.309,14.72,1.3256,196.5,0.8891,28.0,29.89,1799307.08
2021-02-11,0.7756,1.2127,0.7232,1.3822,5.3876,1.2689,6.4567,6.1321,7.7526,72.69,104.75,1102.7,4.0405,19.96,8.4618,8.3262,14.63,1.3252,193.5,0.8907,27.99,29.86,1783776.462
2021-02-12,0.7762,1.2126,0.7227,1.3855,5.3699,1.2694,6.4567,6.1325,7.7528,72.6,104.94,1102.16,4.0398,19.93,8.4558,8.3019,14.52,1.3241,192.77,0.8911,27.99,29.87,1763736.182
2021-02-15,,,,,,,,,,,,,,,,,,,,,,,
2021-02-16,0.7759,1.2107,0.721,1.391,5.3765,1.2694,6.4567,6.1417,7.7522,72.86,105.88,1099.61,4.028,20.218,8.4428,8.295,14.6575,1.3269,195.25,0.8923,27.99,29.94,1765946.375
2021-02-17,0.774,1.2042,0.7178,1.3848,5.4059,1.2712,6.4567,6.1755,7.7522,72.81,105.83,1107.44,4.037,20.186,8.5166,8.3348,14.68,1.3289,195.06,0.8985,28.0,30.02,1765946.375
2021-02-18,0.775,1.2078,0.7202,1.3956,5.4391,1.2706,6.4869,6.1566,7.7528,72.65,105.69,1108.56,4.0419,20.436,8.4842,8.3274,14.63,1.3279,195.12,0.8968,27.94,30.03,1716983.883
2021-02-19,0.7873,1.2136,0.7312,1.4025,5.3938,1.2596,6.4555,6.1268,7.7531,72.5,105.58,1105.81,4.0397,20.4,8.4467,8.2666,14.625,1.3232,194.76,0.8948,27.9,29.96,1716124.982
2021-02-22,0.7916,1.2155,0.7333,1.4077,5.4781,1.2606,6.4625,6.1178,7.7536,72.48,105.06,1111.56,4.0415,20.672,8.4775,8.2673,14.7,1.3215,194.13,0.8958,27.92,30.0,1753214.755
2021-02-23,0.7902,1.2142,0.7329,1.4092,5.4267,1.261,6.464,6.1245,7.7536,72.44,105.21,1110.25,4.042,20.604,8.4901,8.2972,14.5725,1.3202,193.7,0.9022,27.85,30.03,1799190.466
2021-02-24,0.7935,1.2143,0.7404,1.4106,5.4249,1.2537,6.4556,6.1244,7.7546,72.38,105.91,1112.19,4.0399,20.46,8.4172,8.3028,14.5425,1.3197,193.4,0.9074,27.84,30.03,1825097.615
2021-02-25,0.7953,1.2229,0.7429,1.4105,5.4903,1.2528,6.4541,6.0807,7.7536,72.74,106.22,1107.73,4.038,20.891,8.4064,8.2474,14.8775,1.3206,194.13,0.9033,27.81,30.2,1867969.75
2021-02-26,0.772,1.2093,0.7249,1.3947,5.5724,1.2698,6.473,6.1483,7.7567,73.92,106.64,1123.36,4.0475,20.935,8.6514,8.4211,15.1575,1.3323,193.05,0.9092,27.87,30.46,1866682.732
